id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
1132,MJ211132,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/PxkHQqgxweP.json"", ""code"": ""PxkHQqgxweP"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MJ3216"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""864"", ""system"": ""DHAMIS""}]",1234,Namphungo Health Centre,Namphungo,adjacent to Namphungo market,"p.o. 227,Mulanje",Kuunika,Juma,Alexious Mtakati,880925404,mulanjedho@y.yahoo.com,Mulanje,MJ,Health Centre,WGS 84,35.35,-15.80,Rural,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,
1133,MJ211133,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/uLVlUIL4rlD.json"", ""code"": ""uLVlUIL4rlD"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MJ3217"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""865"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/31,Namulenga Health centre,namulenga health centre,opposite Namulenga girls primary school,"p.o. 227,Mulanje",Kuunika,juma,Sr Martha Supuni,111234567,mulanjedho@y.yahoo.com,Mulanje,MJ,Health Centre,WGS 84,35.33,-15.87,Rural,0,Functional,Christian Health Association of Malawi (CHAM),Registered,26,,,,,,,4,9,11,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,
1134,MH201134,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/SjXKV0RvdBG.json"", ""code"": ""SjXKV0RvdBG"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2523"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""492"", ""system"": ""DHAMIS""}]",,Namwera Health Centre,Namwera,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Jalasi,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Hospital,WGS 84,35.50,-14.36,urban,0,Non-functional,Government,Registered (Pending Certification),32,,,,,,,3,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1135,MH201135,[],PA/481,namwera private clinic,Namwera Private Clinic,Namwera near Mama Lita Orphanange Mangochi,Namwera near Mama Lita Orphanange,Kuunika,jalasi,Mr Sylvester Chakamba,888775487,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,35.48,-14.36,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,
1136,MH201136,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Q90Za7zl8zB.json"", ""code"": ""Q90Za7zl8zB"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2524"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""491"", ""system"": ""DHAMIS""}]",,Nancholi Dispensary,Namcholi,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Bwananyambi,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Dispensary,WGS 84,35.59,-14.48,urban,0,Non-functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,
1137,MH201137,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/xSi6MZN3hAK.json"", ""code"": ""xSi6MZN3hAK"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2525"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""867"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/143,Nangalamu Health Centre,Nangalamu,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Health Centre,WGS 84,35.67,-14.48,urban,0,Non-functional,Government,Registered (Pending Certification),12,,,,,,1,2,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1138,MH201138,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/oS0WaJ5v6t4.json"", ""code"": ""oS0WaJ5v6t4"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2526"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""868"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/18,Nankhwali Health Centre,Nankhwali,Kuunika,"p.o. box 1234, Kuunika",Kuunika,namkumba,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,34.84,-14.14,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered,11,,,,,,,2,8,8,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1139,MH201139,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/cnUCvDXttIv.json"", ""code"": ""cnUCvDXttIv"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2527"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""870"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/140,Nankumba Health Centre,Nankumba,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Nankumba,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Health Centre,WGS 84,34.82,-14.37,urban,0,Non-functional,Government,Registered (Pending Certification),32,1,1,,1,,,2,26,30,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1140,ZA231140,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/RicJ2qmCw3g.json"", ""code"": ""RicJ2qmCw3g"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""ZA2725"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""610"", ""system"": ""DHAMIS""}]",none,Nasawa Health Centre,Nasawa,Nasawa,"Zomba DHO, P/bag 18, Zomba",Kuunika,M'biza,Labson Felix,888382561,zombadho@gmail.com,Zomba,ZA,Health Centre,WGS 84,35.26,-15.60,Rural,38126,Functional,Government,Registered,12,,1,1,,,,2,10,10,,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
1141,MH201141,[],MCM/ACT/0095,Nansenga,Nansenga,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Jalasi,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,,,,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,
1142,BT241142,[],,Naperi,Naperi,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Health Centre,,,,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,MJ211143,[],1234,Naphimba Health Centre,Naphimba Health Centre,close to borehole,"p.o. 227,Mulanje",Kuunika,,Selina Nyirongo,882956579,mulanjedho@y.yahoo.com,Mulanje,MJ,Health Centre,,35.45,-16.05,Rural,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,KK101144,[],MCM/,NASO (Nkhotakota Aids Support,Naso,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Makutampenya,John Bands,111234567,johnbanda@kuunika.org,Nkhotakota,KK,Clinic,WGS 84,34.28,-12.93,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,TRUE,TRUE
1145,TO311145,[],,Nasonia,Nasonia Dispensary,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Ngolongoliwa,John Bands,111234567,johnbanda@kuunika.org,Thyolo,TO,Clinic,WGS 84,35.16,-16.02,urban,0,Non-functional,Private,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
1146,LL041146,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/AgYrPo8MW5I.json"", ""code"": ""AgYrPo8MW5I"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1534"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""688"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/127,Nathenje Health Centre,Nàthenje,Nathenje,"p.o. box 1274, Lilongwe DHO",Kuunika,Chadza,Merry Lujere,997735197,lujere335@gmail.com,Lilongwe,LL,Health Centre,WGS 84,33.91,-14.09,rural,95650,Functional,Government,Registered,,,1,,,,,,,,,,,,,1,1,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
1147,LL041147,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/rIFUCMVM6i2.json"", ""code"": ""rIFUCMVM6i2"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4057"", ""system"": ""OpenLMIS""}]",MCM/C/129,Natural Resources College Clin,NRC clinic,NRC campus,"p.o. box 143, Lilongwe",Kuunika,Maliri,Geofrey Kagundu,883529892,geofreykagunda@gmail.com,Lilongwe,LL,Clinic,WGS 84,33.67,-14.02,Rural,0,Functional,Parastatal,Registered,,,1,,,1,,,,,,,,,,1,1,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1148,MHG191148,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/UlGsSjoERdc.json"", ""code"": ""UlGsSjoERdc"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG006"", ""system"": ""OpenLMIS""}]",1234,Nayinunje Health Centre,Nayinunje,"Near Nselema Trading, TA Kapoloma","C/O Machinga DHO, Box 44 Liwonde",Kuunika,Kapoloma,Enock Jumbe,881520820,enockinnocentjumbe@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.57,-14.74,urban,21806,Functional,Government,Registered,13,,1,,,,,4,11,9,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
1149,MHG191149,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/fwctySB9ovz.json"", ""code"": ""fwctySB9ovz"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2613"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""876"", ""system"": ""DHAMIS""}]",1254,Nayuchi Health Centre,Nayuchi,TA Mchinguza,C/O Box 44 Liwonde,Kuunika,Sub TA Chingudza,Beatrice Thyangathyanga,880732957,machingadho@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.87,-14.98,Rural,21539,Functional,Government,Registered,10,,,1,,,,2,8,10,,,,,,,,,,TRUE,,TRUE,,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1150,PE221150,[],1234,Gogo Nazombe,Gogo Nazombe,Chiringa,"P.O Box 79, Phalombe",Kuunika,Nazombe,Felistus Zolowele,884968782,kckondowe14@gmail.com,Phalombe,PE,Health Centre,WGS 84,35.77,-15.75,Rural,19069,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,
1151,MH201151,[],MCM/PA/880,ndagha private clinic,Ndagha Private Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,mponda,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,35.25,-14.48,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,
1152,CK271152,[],,Ndakwera Health Centre,ndakwera health centre,Kuunika,"p.o. box 1234, Kuunika",Kuunika,ndakwera,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Health Centre,WGS 84,34.69,-16.22,urban,0,Non-functional,Government,Registered (Pending Certification),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1153,NE301153,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/pSYB6OucIkn.json"", ""code"": ""pSYB6OucIkn"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NJ3408"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""766"", ""system"": ""DHAMIS""}]",1234,Ndamera Health Centre,Ndamera,Madani village.T/A Ndamera,P.O. Box 30 Nsanje,Kuunika,Ndamera,Obert Symon,995050255,nsanjedho@gmail.com,Nsanje,NE,Health Centre,WGS 84,35.22,-17.10,Rural,0,Functional,Government,Registered (Pending Certification),22,,,,,,,4,16,16,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,
1154,ZA231154,[],MCM/C/200,Ndau Clinic,Ndau Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Zomba,ZA,Dispensary,,,,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,LL041155,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Pw6JwUkqdlF.json"", ""code"": ""Pw6JwUkqdlF"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1535"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""879"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/125,Ndaula Health Centre,Ndaula,NDAULA,C/O LDHO BOX 1274,Kuunika,Masumbankhunda,FAYIDA MGWIRA,998495808,johnbanda@kuunika.org,Lilongwe,LL,Health Centre,WGS 84,33.51,-14.14,rural,38830,Functional,Government,Registered,8,,,,,,,2,8,6,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,
1156,SA091156,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/j49yi7OyTf6.json"", ""code"": ""j49yi7OyTf6"", ""system"": ""DHIS2""}]",MCM/C/178,Ndimoyo Palliative Trust Clini,Ndimoyo,Kuunika,"p.o. box 1234, Kuunika",Kuunika,kalonga,John Bands,111234567,johnbanda@kuunika.org,Salima,SA,Clinic,WGS 84,34.46,-13.78,urban,0,Non-functional,Non-Government,Registered,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,BT241157,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/zizB8oIwvOJ.json"", ""code"": ""zizB8oIwvOJ"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2918"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""743"", ""system"": ""DHAMIS""}]",0,Ndirande BLM,BLM Ndirande clinic,"Ndirande chinseu stage ,along magalasi- ndirande road on the turn to majiga road,opposite Puma fillling station",Private bag 2 Blantyre,Kuunika,machinjiri,Agness Khalira,999205142,agness.khalira@baya.org.mw,Blantyre,BT,Clinic,WGS 84,35.03,-15.77,Urban,0,Functional,Non-Government,Registered,,,,,,,,,,,,,,,,2,2,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,TRUE,
1158,BT241158,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/M5ZUfC4v8GV.json"", ""code"": ""M5ZUfC4v8GV"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2918"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""185"", ""system"": ""DHAMIS""}]",0,Ndirande Health Centre,Ndirande,"Ndirande Market Stage, along Safarao road",Private Bag 66 Blantyre,Kuunika,Doesn't know,Dr. V. Ng'oma,999532554,zynote@yahoo.com,Blantyre,BT,Health Centre,WGS 84,35.04,-15.78,Urban,145187,Functional,Government,Registered,40,1,1,1,1,1,,8,20,32,,,,,,2,2,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE
1159,CZ261159,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/YxzE6eiZh7V.json"", ""code"": ""YxzE6eiZh7V"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CZ2807"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""186"", ""system"": ""DHAMIS""}]",2807,Ndunde Health Centre,Ndunde,Kuunika,"p.o. box 1234, Kuunika",Kuunika,kadewere,John Bands,111234567,johnbanda@kuunika.org,Chiradzulu,CZ,Health Centre,WGS 84,35.23,-15.70,urban,0,Functional,Government,Registered,10,,1,1,,,,4,10,6,,,,,,5,5,,,,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1160,NN291160,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Rmh4wKR794k.json"", ""code"": ""Rmh4wKR794k"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NE3709"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""485"", ""system"": ""DHAMIS""}]",3709,Neno District Hospital,Neno District Hospital,NENO,"P. O. Box 52, Neno",Kuunika,Dambe,Dr. Grace Momba,999313223,gmomba@yahoo.com,Neno,NN,District Hospital,WGS 84,34.65,-15.40,urban,16967,Functional,Government,Registered,170,,1,1,,1,,2,24,144,,,,,,10,10,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,,TRUE,,TRUE,,TRUE,,,,,TRUE,TRUE,,TRUE,,,,
1161,NN291161,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/I4Vox6oteWl.json"", ""code"": ""I4Vox6oteWl"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NE3710"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""885"", ""system"": ""DHAMIS""}]",,Neno Parish Health Centre,Neno Parish Health Center,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Dambe,John Bands,111234567,johnbanda@kuunika.org,Neno,NN,Health Centre,WGS 84,34.61,-15.44,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),24,,,,,,,2,9,24,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1162,LL041162,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/s0Wy1UgxpqI.json"", ""code"": ""s0Wy1UgxpqI"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4058"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1203"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/135,New state house Clinic,new State house,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chimutu,Patric goodson,888769625,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.85,-13.96,urban,0,Functional,Government,Registered,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,
1163,KU071163,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/XkcRltXu9tK.json"", ""code"": ""XkcRltXu9tK"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KU1012"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""887"", ""system"": ""DHAMIS""}]",,Newa Health Centre,Newa Health Centre,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chulu,John Bands,111234567,johnbanda@kuunika.org,Kasungu,KU,Health Centre,WGS 84,33.38,-12.58,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1164,NE301164,[],,Newts Medicare Private clinic,Newts Medicare Private clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Malemia,John Bands,111234567,johnbanda@kuunika.org,Nsanje,NE,Clinic,WGS 84,35.26,-16.93,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
1165,RU141165,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/CyLPblDfB5N.json"", ""code"": ""CyLPblDfB5N"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""RU0424"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""543"", ""system"": ""DHAMIS""}]",,Ng'onga Health Centre,Ng'onga,Rumphi Ng'onga,"C/o Rumphi District Hosp, Box 225, Rumphi",Kuunika,,Adrian Luwe,881837920,adrianluwe@gmail.com,Rumphi,RU,Dispensary,,33.94,-10.94,Rural,9763,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
1166,CK271166,[],MCM/C/081,Ngabu Blm Clinic,Ngabu BLM,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Ngabu,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Clinic,WGS 84,34.87,-16.47,urban,0,Non-functional,Non-Government,Registered,,,1,,,1,,,,,,,,,,2,2,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,
1167,CK271167,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/r1idesX7bX6.json"", ""code"": ""r1idesX7bX6"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3315"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""188"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/29,Ngabu Rural Hospital,Ngabu,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Ngabu,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Hospital,WGS 84,34.89,-16.46,urban,0,Non-functional,Government,Registered,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,
